2021-06-15 08:45:59 *** Log File opened
2021-06-15 08:46:17 (3) GET 200 /v1/get-server-path
2021-06-15 08:47:01 (6) GET 200 /v1/packages/dependencies/aplteam-APLProcess-0.2.10
2021-06-15 08:47:01 (7) GET 200 /aplteam-APLProcess-0.2.10
2021-06-15 08:47:02 (8) GET 200 /v1/packages/dependencies/Example-Boo-1.0.0
2021-06-15 08:47:02 (9) GET 200 /Example-Boo-1.0.0
2021-06-15 08:47:09 (11) GET 404 /v1/packages/Example-Constants-1.0.0?aggregate=1; 
2021-06-15 08:47:16 (13) GET 404 /v1/packages/Math?aggregate=1; Package not found
2021-06-15 08:47:18 (15) GET 404 /v1/packages/MyDepartment-Math-2.0.0?aggregate=1; 
2021-06-15 08:47:48 (18) GET 200 /
2021-06-15 08:47:48 (19) GET 404 /aplteam-DoesNotExist-1.9.2; 
2021-06-15 08:47:48 (20) GET 200 /aplteam-FilesAndDirs-3.2.2
2021-06-15 08:47:48 (21) GET 404 /does_not_exist; 
2021-06-15 08:47:49 (22) GET 200 /index.html
2021-06-15 08:47:49 (23) Request came from invalid version of Tatin. Minimum version required is 0.40
2021-06-15 08:47:49 (25) GET 200 /v1/packages/dependencies/aplteam-FilesAndDirs-3.2.2
2021-06-15 08:47:50 (26) GET 200 /aplteam-FilesAndDirs-3.2.2
2021-06-15 08:47:51 (27) GET 200 /v1/packages/dependencies/aplteam-FilesAndDirs-3.2.12
2021-06-15 08:47:52 (28) GET 200 /aplteam-FilesAndDirs-3.2.12
2021-06-15 08:47:53 (29) GET 200 /v1/packages/*?aggregate=1
2021-06-15 08:47:54 (30) GET 200 /v1/packages/versions/aplteam-APLProcess-0.2
2021-06-15 08:47:54 (31) GET 200 /v1/packages/versions/aplteam-APLProcess-1.0
2021-06-15 08:47:54 (32) GET 200 /v1/tags/
2021-06-15 08:47:54 (33) GET 200 /v1/packages/*?aggregate=1
2021-06-15 08:47:55 (34) GET 200 /v1/packages/*?tags=winndow&aggregate=1
2021-06-15 08:47:55 (35) GET 200 /v1/packages/*?group=aplteam&tags=winndow&aggregate=1
2021-06-15 08:47:55 (36) GET 200 /v1/get-server-path
2021-06-15 08:47:56 (37) PUT 200 Example-Package_A-0.1.0-beta-2
2021-06-15 08:47:56 (38) GET 200 /v1/recompile-index
2021-06-15 08:47:56 (39) GET 200 /v1/get-server-path
2021-06-15 08:47:57 (40) PUT 200 Example-Package_A-0.1.0
2021-06-15 08:47:57 (41) GET 200 /v1/recompile-index
2021-06-15 08:47:57 (42) GET 200 /v1/get-server-path
2021-06-15 08:47:58 (43) PUT 200 Example-Package_A-0.1.0
2021-06-15 08:47:58 (44) GET 200 /v1/recompile-index
2021-06-15 08:47:58 (45) GET 200 /v1/get-server-path
2021-06-15 08:47:59 (46) PUT 200 Example-Package_A-0.1.0
2021-06-15 08:47:59 (47) GET 200 /v1/packages/dependencies/Example-Package_A-0.1.0
2021-06-15 08:47:59 (48) GET 200 /Example-Package_A-0.1.0
2021-06-15 08:48:00 (49) GET 200 /v1/recompile-index
2021-06-15 08:48:00 (50) GET 200 /v1/get-server-path
2021-06-15 08:48:00 (51) PUT 200 Example-Package_A-0.1.0
2021-06-15 08:48:00 (52) PUT 400 Example-Package_A-0.1.0; The package has already been published
2021-06-15 08:48:01 (53) GET 200 /v1/recompile-index
2021-06-15 08:48:01 (54) GET 200 /v1/packages/dependencies/example-Zoo-3.0.0
2021-06-15 08:48:01 (55) GET 200 /v1/packages/dependencies/elsewhere-Boo-3.1.2
2021-06-15 08:48:01 (56) GET 200 /v1/packages/dependencies/elsewhere-strange-1.0.0
